"knot_id" "number_of_crossings" "is_alternating" "signature" "s-value"
"5588" "KhPolQ_K13n_1668!" 13 0 4 -4
"5589" "KhPolQ_K13n_1669" 13 0 4 -4
"5590" "KhPolQ_K13n_1669!" 13 0 -4 4
"5591" "KhPolQ_K13n_1670" 13 0 -2 2
"5592" "KhPolQ_K13n_1670!" 13 0 2 -2
"5593" "KhPolQ_K13n_1671" 13 0 2 -2
"5594" "KhPolQ_K13n_1671!" 13 0 -2 2
"5595" "KhPolQ_K13n_1672" 13 0 2 -2
"5596" "KhPolQ_K13n_1672!" 13 0 -2 2
"5597" "KhPolQ_K13n_1673" 13 0 0 0
"5598" "KhPolQ_K13n_1673!" 13 0 0 0
"5599" "KhPolQ_K13n_1674" 13 0 0 0
"5600" "KhPolQ_K13n_1674!" 13 0 0 0
"5601" "KhPolQ_K13n_1675" 13 0 2 -4
"5602" "KhPolQ_K13n_1675!" 13 0 -2 4
"5603" "KhPolQ_K13n_1676" 13 0 0 0
"5604" "KhPolQ_K13n_1676!" 13 0 0 0
"5605" "KhPolQ_K13n_1677" 13 0 2 -2
"5606" "KhPolQ_K13n_1677!" 13 0 -2 2
"5607" "KhPolQ_K13n_1678" 13 0 2 -2
"5608" "KhPolQ_K13n_1678!" 13 0 -2 2
"5609" "KhPolQ_K13n_1679" 13 0 2 -2
"5610" "KhPolQ_K13n_1679!" 13 0 -2 2
"5611" "KhPolQ_K13n_1680" 13 0 0 0
"5612" "KhPolQ_K13n_1680!" 13 0 0 0
"5613" "KhPolQ_K13n_1681" 13 0 6 -6
"5614" "KhPolQ_K13n_1681!" 13 0 -6 6
"5615" "KhPolQ_K13n_1682" 13 0 4 -4
"5616" "KhPolQ_K13n_1682!" 13 0 -4 4
"5617" "KhPolQ_K13n_1683" 13 0 -2 2
"5618" "KhPolQ_K13n_1683!" 13 0 2 -2
"5619" "KhPolQ_K13n_1684" 13 0 4 -4
"5620" "KhPolQ_K13n_1684!" 13 0 -4 4
"5621" "KhPolQ_K13n_1685" 13 0 -6 6
"5622" "KhPolQ_K13n_1685!" 13 0 6 -6
"5623" "KhPolQ_K13n_1686" 13 0 -2 2
"5624" "KhPolQ_K13n_1686!" 13 0 2 -2
"5625" "KhPolQ_K13n_1687" 13 0 2 0
"5626" "KhPolQ_K13n_1687!" 13 0 -2 0
"5627" "KhPolQ_K13n_1688" 13 0 0 0
"5628" "KhPolQ_K13n_1688!" 13 0 0 0
"5629" "KhPolQ_K13n_1689" 13 0 -2 2
"5630" "KhPolQ_K13n_1689!" 13 0 2 -2
"5631" "KhPolQ_K13n_1690" 13 0 0 0
"5632" "KhPolQ_K13n_1690!" 13 0 0 0
"5633" "KhPolQ_K13n_1691" 13 0 -2 2
"5634" "KhPolQ_K13n_1691!" 13 0 2 -2
"5635" "KhPolQ_K13n_1692" 13 0 2 -2
"5636" "KhPolQ_K13n_1692!" 13 0 -2 2
"5637" "KhPolQ_K13n_1693" 13 0 -2 2
"5638" "KhPolQ_K13n_1693!" 13 0 2 -2
"5639" "KhPolQ_K13n_1694" 13 0 -2 0
"5640" "KhPolQ_K13n_1694!" 13 0 2 0
"5641" "KhPolQ_K13n_1695" 13 0 -2 2
"5642" "KhPolQ_K13n_1695!" 13 0 2 -2
"5643" "KhPolQ_K13n_1696" 13 0 -6 6
"5644" "KhPolQ_K13n_1696!" 13 0 6 -6
"5645" "KhPolQ_K13n_1697" 13 0 2 -2
"5646" "KhPolQ_K13n_1697!" 13 0 -2 2
"5647" "KhPolQ_K13n_1698" 13 0 -2 2
"5648" "KhPolQ_K13n_1698!" 13 0 2 -2
"5649" "KhPolQ_K13n_1699" 13 0 -2 2
"5650" "KhPolQ_K13n_1699!" 13 0 2 -2
"5651" "KhPolQ_K13n_1700" 13 0 0 0
"5652" "KhPolQ_K13n_1700!" 13 0 0 0
"5653" "KhPolQ_K13n_1701" 13 0 -2 2
"5654" "KhPolQ_K13n_1701!" 13 0 2 -2
"5655" "KhPolQ_K13n_1702" 13 0 2 -2
"5656" "KhPolQ_K13n_1702!" 13 0 -2 2
"5657" "KhPolQ_K13n_1703" 13 0 -8 8
"5658" "KhPolQ_K13n_1703!" 13 0 8 -8
"5659" "KhPolQ_K13n_1704" 13 0 -2 2
"5660" "KhPolQ_K13n_1704!" 13 0 2 -2
"5661" "KhPolQ_K13n_1705" 13 0 0 0
"5662" "KhPolQ_K13n_1705!" 13 0 0 0
"5663" "KhPolQ_K13n_1706" 13 0 -6 6
"5664" "KhPolQ_K13n_1706!" 13 0 6 -6
"5665" "KhPolQ_K13n_1707" 13 0 -4 4
"5666" "KhPolQ_K13n_1707!" 13 0 4 -4
"5667" "KhPolQ_K13n_1708" 13 0 2 0
"5668" "KhPolQ_K13n_1708!" 13 0 -2 0
"5669" "KhPolQ_K13n_1709" 13 0 -6 6
"5670" "KhPolQ_K13n_1709!" 13 0 6 -6
"5671" "KhPolQ_K13n_1710" 13 0 0 0
"5672" "KhPolQ_K13n_1710!" 13 0 0 0
"5673" "KhPolQ_K13n_1711" 13 0 -2 2
"5674" "KhPolQ_K13n_1711!" 13 0 2 -2
"5675" "KhPolQ_K13n_1712" 13 0 -4 4
"5676" "KhPolQ_K13n_1712!" 13 0 4 -4
"5677" "KhPolQ_K13n_1713" 13 0 -2 2
"5678" "KhPolQ_K13n_1713!" 13 0 2 -2
"5679" "KhPolQ_K13n_1714" 13 0 0 0
"5680" "KhPolQ_K13n_1714!" 13 0 0 0
"5681" "KhPolQ_K13n_1715" 13 0 -4 4
"5682" "KhPolQ_K13n_1715!" 13 0 4 -4
"5683" "KhPolQ_K13n_1716" 13 0 -4 4
"5684" "KhPolQ_K13n_1716!" 13 0 4 -4
"5685" "KhPolQ_K13n_1717" 13 0 -2 2
"5686" "KhPolQ_K13n_1717!" 13 0 2 -2
"5687" "KhPolQ_K13n_1718" 13 0 -4 4
"5688" "KhPolQ_K13n_1718!" 13 0 4 -4
"5689" "KhPolQ_K13n_1719" 13 0 -4 4
"5690" "KhPolQ_K13n_1719!" 13 0 4 -4
"5691" "KhPolQ_K13n_1720" 13 0 2 0
"5692" "KhPolQ_K13n_1720!" 13 0 -2 0
"5693" "KhPolQ_K13n_1721" 13 0 0 0
"5694" "KhPolQ_K13n_1721!" 13 0 0 0
"5695" "KhPolQ_K13n_1722" 13 0 0 0
"5696" "KhPolQ_K13n_1722!" 13 0 0 0
"5697" "KhPolQ_K13n_1723" 13 0 0 0
"5698" "KhPolQ_K13n_1723!" 13 0 0 0
"5699" "KhPolQ_K13n_1724" 13 0 -2 2
"5700" "KhPolQ_K13n_1724!" 13 0 2 -2
"5701" "KhPolQ_K13n_1725" 13 0 -2 2
"5702" "KhPolQ_K13n_1725!" 13 0 2 -2
"5703" "KhPolQ_K13n_1726" 13 0 -2 2
"5704" "KhPolQ_K13n_1726!" 13 0 2 -2
"5705" "KhPolQ_K13n_1727" 13 0 -2 2
"5706" "KhPolQ_K13n_1727!" 13 0 2 -2
"5707" "KhPolQ_K13n_1728" 13 0 -2 2
"5708" "KhPolQ_K13n_1728!" 13 0 2 -2
"5709" "KhPolQ_K13n_1729" 13 0 -6 6
"5710" "KhPolQ_K13n_1729!" 13 0 6 -6
"5711" "KhPolQ_K13n_1730" 13 0 -8 8
"5712" "KhPolQ_K13n_1730!" 13 0 8 -8
"5713" "KhPolQ_K13n_1731" 13 0 -2 2
"5714" "KhPolQ_K13n_1731!" 13 0 2 -2
"5715" "KhPolQ_K13n_1732" 13 0 -2 4
"5716" "KhPolQ_K13n_1732!" 13 0 2 -4
"5717" "KhPolQ_K13n_1733" 13 0 0 0
"5718" "KhPolQ_K13n_1733!" 13 0 0 0
"5719" "KhPolQ_K13n_1734" 13 0 0 0
"5720" "KhPolQ_K13n_1734!" 13 0 0 0
"5721" "KhPolQ_K13n_1735" 13 0 4 -4
"5722" "KhPolQ_K13n_1735!" 13 0 -4 4
"5723" "KhPolQ_K13n_1736" 13 0 -2 0
"5724" "KhPolQ_K13n_1736!" 13 0 2 0
"5725" "KhPolQ_K13n_1737" 13 0 -2 2
"5726" "KhPolQ_K13n_1737!" 13 0 2 -2
"5727" "KhPolQ_K13n_1738" 13 0 -2 2
"5728" "KhPolQ_K13n_1738!" 13 0 2 -2
"5729" "KhPolQ_K13n_1739" 13 0 0 2
"5730" "KhPolQ_K13n_1739!" 13 0 0 -2
"5731" "KhPolQ_K13n_1740" 13 0 -2 2
"5732" "KhPolQ_K13n_1740!" 13 0 2 -2
"5733" "KhPolQ_K13n_1741" 13 0 -4 4
"5734" "KhPolQ_K13n_1741!" 13 0 4 -4
"5735" "KhPolQ_K13n_1742" 13 0 -6 6
"5736" "KhPolQ_K13n_1742!" 13 0 6 -6
"5737" "KhPolQ_K13n_1743" 13 0 2 -2
"5738" "KhPolQ_K13n_1743!" 13 0 -2 2
"5739" "KhPolQ_K13n_1744" 13 0 -2 2
"5740" "KhPolQ_K13n_1744!" 13 0 2 -2
"5741" "KhPolQ_K13n_1745" 13 0 -4 4
"5742" "KhPolQ_K13n_1745!" 13 0 4 -4
"5743" "KhPolQ_K13n_1746" 13 0 2 0
"5744" "KhPolQ_K13n_1746!" 13 0 -2 0
"5745" "KhPolQ_K13n_1747" 13 0 -6 6
"5746" "KhPolQ_K13n_1747!" 13 0 6 -6
"5747" "KhPolQ_K13n_1748" 13 0 -4 4
"5748" "KhPolQ_K13n_1748!" 13 0 4 -4
"5749" "KhPolQ_K13n_1749" 13 0 2 -2
"5750" "KhPolQ_K13n_1749!" 13 0 -2 2
"5751" "KhPolQ_K13n_1750" 13 0 -4 4
"5752" "KhPolQ_K13n_1750!" 13 0 4 -4
"5753" "KhPolQ_K13n_1751" 13 0 0 0
"5754" "KhPolQ_K13n_1751!" 13 0 0 0
"5755" "KhPolQ_K13n_1752" 13 0 0 0
"5756" "KhPolQ_K13n_1752!" 13 0 0 0
"5757" "KhPolQ_K13n_1753" 13 0 -4 4
"5758" "KhPolQ_K13n_1753!" 13 0 4 -4
"5759" "KhPolQ_K13n_1754" 13 0 -4 4
"5760" "KhPolQ_K13n_1754!" 13 0 4 -4
"5761" "KhPolQ_K13n_1755" 13 0 -4 4
"5762" "KhPolQ_K13n_1755!" 13 0 4 -4
"5763" "KhPolQ_K13n_1756" 13 0 0 0
"5764" "KhPolQ_K13n_1756!" 13 0 0 0
"5765" "KhPolQ_K13n_1757" 13 0 0 0
"5766" "KhPolQ_K13n_1757!" 13 0 0 0
"5767" "KhPolQ_K13n_1758" 13 0 -4 4
"5768" "KhPolQ_K13n_1758!" 13 0 4 -4
"5769" "KhPolQ_K13n_1759" 13 0 -2 2
"5770" "KhPolQ_K13n_1759!" 13 0 2 -2
"5771" "KhPolQ_K13n_1760" 13 0 -4 2
"5772" "KhPolQ_K13n_1760!" 13 0 4 -2
"5773" "KhPolQ_K13n_1761" 13 0 0 0
"5774" "KhPolQ_K13n_1761!" 13 0 0 0
"5775" "KhPolQ_K13n_1762" 13 0 -4 4
"5776" "KhPolQ_K13n_1762!" 13 0 4 -4
"5777" "KhPolQ_K13n_1763" 13 0 0 0
"5778" "KhPolQ_K13n_1763!" 13 0 0 0
"5779" "KhPolQ_K13n_1764" 13 0 0 0
"5780" "KhPolQ_K13n_1764!" 13 0 0 0
"5781" "KhPolQ_K13n_1765" 13 0 -2 2
"5782" "KhPolQ_K13n_1765!" 13 0 2 -2
"5783" "KhPolQ_K13n_1766" 13 0 2 -2
"5784" "KhPolQ_K13n_1766!" 13 0 -2 2
"5785" "KhPolQ_K13n_1767" 13 0 0 0
"5786" "KhPolQ_K13n_1767!" 13 0 0 0
"5787" "KhPolQ_K13n_1768" 13 0 -6 6
"5788" "KhPolQ_K13n_1768!" 13 0 6 -6
"5789" "KhPolQ_K13n_1769" 13 0 -4 4
"5790" "KhPolQ_K13n_1769!" 13 0 4 -4
"5791" "KhPolQ_K13n_1770" 13 0 -4 4
"5792" "KhPolQ_K13n_1770!" 13 0 4 -4
"5793" "KhPolQ_K13n_1771" 13 0 -2 2
"5794" "KhPolQ_K13n_1771!" 13 0 2 -2
"5795" "KhPolQ_K13n_1772" 13 0 -4 4
"5796" "KhPolQ_K13n_1772!" 13 0 4 -4
"5797" "KhPolQ_K13n_1773" 13 0 -6 6
"5798" "KhPolQ_K13n_1773!" 13 0 6 -6
"5799" "KhPolQ_K13n_1774" 13 0 2 -2
"5800" "KhPolQ_K13n_1774!" 13 0 -2 2
"5801" "KhPolQ_K13n_1775" 13 0 -2 2
"5802" "KhPolQ_K13n_1775!" 13 0 2 -2
"5803" "KhPolQ_K13n_1776" 13 0 -4 4
"5804" "KhPolQ_K13n_1776!" 13 0 4 -4
"5805" "KhPolQ_K13n_1777" 13 0 2 0
"5806" "KhPolQ_K13n_1777!" 13 0 -2 0
"5807" "KhPolQ_K13n_1778" 13 0 -4 4
"5808" "KhPolQ_K13n_1778!" 13 0 4 -4
"5809" "KhPolQ_K13n_1779" 13 0 -6 6
"5810" "KhPolQ_K13n_1779!" 13 0 6 -6
"5811" "KhPolQ_K13n_1780" 13 0 2 0
"5812" "KhPolQ_K13n_1780!" 13 0 -2 0
"5813" "KhPolQ_K13n_1781" 13 0 -2 2
"5814" "KhPolQ_K13n_1781!" 13 0 2 -2
"5815" "KhPolQ_K13n_1782" 13 0 2 -4
"5816" "KhPolQ_K13n_1782!" 13 0 -2 4
"5817" "KhPolQ_K13n_1783" 13 0 0 0
"5818" "KhPolQ_K13n_1783!" 13 0 0 0
"5819" "KhPolQ_K13n_1784" 13 0 4 -6
"5820" "KhPolQ_K13n_1784!" 13 0 -4 6
"5821" "KhPolQ_K13n_1785" 13 0 0 2
"5822" "KhPolQ_K13n_1785!" 13 0 0 -2
"5823" "KhPolQ_K13n_1786" 13 0 -4 4
"5824" "KhPolQ_K13n_1786!" 13 0 4 -4
"5825" "KhPolQ_K13n_1787" 13 0 2 -2
"5826" "KhPolQ_K13n_1787!" 13 0 -2 2
"5827" "KhPolQ_K13n_1788" 13 0 -6 6
"5828" "KhPolQ_K13n_1788!" 13 0 6 -6
"5829" "KhPolQ_K13n_1789" 13 0 -4 4
"5830" "KhPolQ_K13n_1789!" 13 0 4 -4
"5831" "KhPolQ_K13n_1790" 13 0 -4 4
"5832" "KhPolQ_K13n_1790!" 13 0 4 -4
"5833" "KhPolQ_K13n_1791" 13 0 -2 2
"5834" "KhPolQ_K13n_1791!" 13 0 2 -2
"5835" "KhPolQ_K13n_1792" 13 0 -4 4
"5836" "KhPolQ_K13n_1792!" 13 0 4 -4
"5837" "KhPolQ_K13n_1793" 13 0 2 -2
"5838" "KhPolQ_K13n_1793!" 13 0 -2 2
"5839" "KhPolQ_K13n_1794" 13 0 -4 4
"5840" "KhPolQ_K13n_1794!" 13 0 4 -4
"5841" "KhPolQ_K13n_1795" 13 0 -6 6
"5842" "KhPolQ_K13n_1795!" 13 0 6 -6
"5843" "KhPolQ_K13n_1796" 13 0 0 0
"5844" "KhPolQ_K13n_1796!" 13 0 0 0
"5845" "KhPolQ_K13n_1797" 13 0 -2 2
"5846" "KhPolQ_K13n_1797!" 13 0 2 -2
"5847" "KhPolQ_K13n_1798" 13 0 0 0
"5848" "KhPolQ_K13n_1798!" 13 0 0 0
"5849" "KhPolQ_K13n_1799" 13 0 0 2
"5850" "KhPolQ_K13n_1799!" 13 0 0 -2
"5851" "KhPolQ_K13n_1800" 13 0 0 0
"5852" "KhPolQ_K13n_1800!" 13 0 0 0
"5853" "KhPolQ_K13n_1801" 13 0 -4 4
"5854" "KhPolQ_K13n_1801!" 13 0 4 -4
"5855" "KhPolQ_K13n_1802" 13 0 -4 4
"5856" "KhPolQ_K13n_1802!" 13 0 4 -4
"5857" "KhPolQ_K13n_1803" 13 0 -2 2
"5858" "KhPolQ_K13n_1803!" 13 0 2 -2
"5859" "KhPolQ_K13n_1804" 13 0 2 -2
"5860" "KhPolQ_K13n_1804!" 13 0 -2 2
"5861" "KhPolQ_K13n_1805" 13 0 0 0
"5862" "KhPolQ_K13n_1805!" 13 0 0 0
"5863" "KhPolQ_K13n_1806" 13 0 4 -4
"5864" "KhPolQ_K13n_1806!" 13 0 -4 4
"5865" "KhPolQ_K13n_1807" 13 0 0 0
"5866" "KhPolQ_K13n_1807!" 13 0 0 0
"5867" "KhPolQ_K13n_1808" 13 0 -2 2
"5868" "KhPolQ_K13n_1808!" 13 0 2 -2
"5869" "KhPolQ_K13n_1809" 13 0 0 0
"5870" "KhPolQ_K13n_1809!" 13 0 0 0
"5871" "KhPolQ_K13n_1810" 13 0 0 0
"5872" "KhPolQ_K13n_1810!" 13 0 0 0
"5873" "KhPolQ_K13n_1811" 13 0 4 -4
"5874" "KhPolQ_K13n_1811!" 13 0 -4 4
"5875" "KhPolQ_K13n_1812" 13 0 -4 4
"5876" "KhPolQ_K13n_1812!" 13 0 4 -4
"5877" "KhPolQ_K13n_1813" 13 0 0 0
"5878" "KhPolQ_K13n_1813!" 13 0 0 0
"5879" "KhPolQ_K13n_1814" 13 0 0 0
"5880" "KhPolQ_K13n_1814!" 13 0 0 0
"5881" "KhPolQ_K13n_1815" 13 0 2 -2
"5882" "KhPolQ_K13n_1815!" 13 0 -2 2
"5883" "KhPolQ_K13n_1816" 13 0 2 0
"5884" "KhPolQ_K13n_1816!" 13 0 -2 0
"5885" "KhPolQ_K13n_1817" 13 0 0 0
"5886" "KhPolQ_K13n_1817!" 13 0 0 0
"5887" "KhPolQ_K13n_1818" 13 0 4 -4
"5888" "KhPolQ_K13n_1818!" 13 0 -4 4
"5889" "KhPolQ_K13n_1819" 13 0 0 0
"5890" "KhPolQ_K13n_1819!" 13 0 0 0
"5891" "KhPolQ_K13n_1820" 13 0 0 0
"5892" "KhPolQ_K13n_1820!" 13 0 0 0
"5893" "KhPolQ_K13n_1821" 13 0 -2 2
"5894" "KhPolQ_K13n_1821!" 13 0 2 -2
"5895" "KhPolQ_K13n_1822" 13 0 -2 2
"5896" "KhPolQ_K13n_1822!" 13 0 2 -2
"5897" "KhPolQ_K13n_1823" 13 0 0 0
"5898" "KhPolQ_K13n_1823!" 13 0 0 0
"5899" "KhPolQ_K13n_1824" 13 0 2 -2
"5900" "KhPolQ_K13n_1824!" 13 0 -2 2
"5901" "KhPolQ_K13n_1825" 13 0 -4 4
"5902" "KhPolQ_K13n_1825!" 13 0 4 -4
"5903" "KhPolQ_K13n_1826" 13 0 4 -4
"5904" "KhPolQ_K13n_1826!" 13 0 -4 4
"5905" "KhPolQ_K13n_1827" 13 0 0 0
"5906" "KhPolQ_K13n_1827!" 13 0 0 0
"5907" "KhPolQ_K13n_1828" 13 0 0 0
"5908" "KhPolQ_K13n_1828!" 13 0 0 0
"5909" "KhPolQ_K13n_1829" 13 0 0 0
"5910" "KhPolQ_K13n_1829!" 13 0 0 0
"5911" "KhPolQ_K13n_1830" 13 0 2 -2
"5912" "KhPolQ_K13n_1830!" 13 0 -2 2
"5913" "KhPolQ_K13n_1831" 13 0 0 0
"5914" "KhPolQ_K13n_1831!" 13 0 0 0
"5915" "KhPolQ_K13n_1832" 13 0 0 0
"5916" "KhPolQ_K13n_1832!" 13 0 0 0
"5917" "KhPolQ_K13n_1833" 13 0 0 -2
"5918" "KhPolQ_K13n_1833!" 13 0 0 2
"5919" "KhPolQ_K13n_1834" 13 0 2 -2
"5920" "KhPolQ_K13n_1834!" 13 0 -2 2
"5921" "KhPolQ_K13n_1835" 13 0 0 0
"5922" "KhPolQ_K13n_1835!" 13 0 0 0
"5923" "KhPolQ_K13n_1836" 13 0 0 0
"5924" "KhPolQ_K13n_1836!" 13 0 0 0
"5925" "KhPolQ_K13n_1837" 13 0 2 -2
"5926" "KhPolQ_K13n_1837!" 13 0 -2 2
"5927" "KhPolQ_K13n_1838" 13 0 6 -6
"5928" "KhPolQ_K13n_1838!" 13 0 -6 6
"5929" "KhPolQ_K13n_1839" 13 0 0 0
"5930" "KhPolQ_K13n_1839!" 13 0 0 0
"5931" "KhPolQ_K13n_1840" 13 0 0 2
"5932" "KhPolQ_K13n_1840!" 13 0 0 -2
"5933" "KhPolQ_K13n_1841" 13 0 0 0
"5934" "KhPolQ_K13n_1841!" 13 0 0 0
"5935" "KhPolQ_K13n_1842" 13 0 0 0
"5936" "KhPolQ_K13n_1842!" 13 0 0 0
"5937" "KhPolQ_K13n_1843" 13 0 0 0
"5938" "KhPolQ_K13n_1843!" 13 0 0 0
"5939" "KhPolQ_K13n_1844" 13 0 0 0
"5940" "KhPolQ_K13n_1844!" 13 0 0 0
"5941" "KhPolQ_K13n_1845" 13 0 2 -2
"5942" "KhPolQ_K13n_1845!" 13 0 -2 2
"5943" "KhPolQ_K13n_1846" 13 0 2 -2
"5944" "KhPolQ_K13n_1846!" 13 0 -2 2
"5945" "KhPolQ_K13n_1847" 13 0 -2 2
"5946" "KhPolQ_K13n_1847!" 13 0 2 -2
"5947" "KhPolQ_K13n_1848" 13 0 0 0
"5948" "KhPolQ_K13n_1848!" 13 0 0 0
"5949" "KhPolQ_K13n_1849" 13 0 0 0
"5950" "KhPolQ_K13n_1849!" 13 0 0 0
"5951" "KhPolQ_K13n_1850" 13 0 4 -4
"5952" "KhPolQ_K13n_1850!" 13 0 -4 4
"5953" "KhPolQ_K13n_1851" 13 0 -6 6
"5954" "KhPolQ_K13n_1851!" 13 0 6 -6
"5955" "KhPolQ_K13n_1852" 13 0 2 -2
"5956" "KhPolQ_K13n_1852!" 13 0 -2 2
"5957" "KhPolQ_K13n_1853" 13 0 -2 2
"5958" "KhPolQ_K13n_1853!" 13 0 2 -2
"5959" "KhPolQ_K13n_1854" 13 0 2 -2
"5960" "KhPolQ_K13n_1854!" 13 0 -2 2
"5961" "KhPolQ_K13n_1855" 13 0 -2 2
"5962" "KhPolQ_K13n_1855!" 13 0 2 -2
"5963" "KhPolQ_K13n_1856" 13 0 2 -2
"5964" "KhPolQ_K13n_1856!" 13 0 -2 2
"5965" "KhPolQ_K13n_1857" 13 0 -2 2
"5966" "KhPolQ_K13n_1857!" 13 0 2 -2
"5967" "KhPolQ_K13n_1858" 13 0 0 0
"5968" "KhPolQ_K13n_1858!" 13 0 0 0
"5969" "KhPolQ_K13n_1859" 13 0 2 -2
"5970" "KhPolQ_K13n_1859!" 13 0 -2 2
"5971" "KhPolQ_K13n_1860" 13 0 2 -2
"5972" "KhPolQ_K13n_1860!" 13 0 -2 2
"5973" "KhPolQ_K13n_1861" 13 0 2 0
"5974" "KhPolQ_K13n_1861!" 13 0 -2 0
"5975" "KhPolQ_K13n_1862" 13 0 4 -4
"5976" "KhPolQ_K13n_1862!" 13 0 -4 4
"5977" "KhPolQ_K13n_1863" 13 0 0 0
"5978" "KhPolQ_K13n_1863!" 13 0 0 0
"5979" "KhPolQ_K13n_1864" 13 0 0 0
"5980" "KhPolQ_K13n_1864!" 13 0 0 0
"5981" "KhPolQ_K13n_1865" 13 0 0 0
"5982" "KhPolQ_K13n_1865!" 13 0 0 0
"5983" "KhPolQ_K13n_1866" 13 0 0 0
"5984" "KhPolQ_K13n_1866!" 13 0 0 0
"5985" "KhPolQ_K13n_1867" 13 0 -4 4
"5986" "KhPolQ_K13n_1867!" 13 0 4 -4
"5987" "KhPolQ_K13n_1868" 13 0 2 0
"5988" "KhPolQ_K13n_1868!" 13 0 -2 0
"5989" "KhPolQ_K13n_1869" 13 0 2 -2
"5990" "KhPolQ_K13n_1869!" 13 0 -2 2
"5991" "KhPolQ_K13n_1870" 13 0 -4 2
"5992" "KhPolQ_K13n_1870!" 13 0 4 -2
"5993" "KhPolQ_K13n_1871" 13 0 4 -4
"5994" "KhPolQ_K13n_1871!" 13 0 -4 4
"5995" "KhPolQ_K13n_1872" 13 0 0 2
"5996" "KhPolQ_K13n_1872!" 13 0 0 -2
"5997" "KhPolQ_K13n_1873" 13 0 -2 0
"5998" "KhPolQ_K13n_1873!" 13 0 2 0
"5999" "KhPolQ_K13n_1874" 13 0 -2 2
"6000" "KhPolQ_K13n_1874!" 13 0 2 -2
"6001" "KhPolQ_K13n_1875" 13 0 0 0
"6002" "KhPolQ_K13n_1875!" 13 0 0 0
"6003" "KhPolQ_K13n_1876" 13 0 4 -4
"6004" "KhPolQ_K13n_1876!" 13 0 -4 4
"6005" "KhPolQ_K13n_1877" 13 0 2 -2
"6006" "KhPolQ_K13n_1877!" 13 0 -2 2
"6007" "KhPolQ_K13n_1878" 13 0 -4 4
"6008" "KhPolQ_K13n_1878!" 13 0 4 -4
"6009" "KhPolQ_K13n_1879" 13 0 -2 4
"6010" "KhPolQ_K13n_1879!" 13 0 2 -4
"6011" "KhPolQ_K13n_1880" 13 0 -2 2
"6012" "KhPolQ_K13n_1880!" 13 0 2 -2
"6013" "KhPolQ_K13n_1881" 13 0 4 -4
"6014" "KhPolQ_K13n_1881!" 13 0 -4 4
"6015" "KhPolQ_K13n_1882" 13 0 2 -2
"6016" "KhPolQ_K13n_1882!" 13 0 -2 2
"6017" "KhPolQ_K13n_1883" 13 0 2 -2
"6018" "KhPolQ_K13n_1883!" 13 0 -2 2
"6019" "KhPolQ_K13n_1884" 13 0 -2 2
"6020" "KhPolQ_K13n_1884!" 13 0 2 -2
"6021" "KhPolQ_K13n_1885" 13 0 -2 0
"6022" "KhPolQ_K13n_1885!" 13 0 2 0
"6023" "KhPolQ_K13n_1886" 13 0 -2 2
"6024" "KhPolQ_K13n_1886!" 13 0 2 -2
"6025" "KhPolQ_K13n_1887" 13 0 0 0
"6026" "KhPolQ_K13n_1887!" 13 0 0 0
"6027" "KhPolQ_K13n_1888" 13 0 0 0
"6028" "KhPolQ_K13n_1888!" 13 0 0 0
"6029" "KhPolQ_K13n_1889" 13 0 2 -2
"6030" "KhPolQ_K13n_1889!" 13 0 -2 2
"6031" "KhPolQ_K13n_1890" 13 0 2 -2
"6032" "KhPolQ_K13n_1890!" 13 0 -2 2
"6033" "KhPolQ_K13n_1891" 13 0 4 -4
"6034" "KhPolQ_K13n_1891!" 13 0 -4 4
"6035" "KhPolQ_K13n_1892" 13 0 -2 2
"6036" "KhPolQ_K13n_1892!" 13 0 2 -2
"6037" "KhPolQ_K13n_1893" 13 0 0 0
"6038" "KhPolQ_K13n_1893!" 13 0 0 0
"6039" "KhPolQ_K13n_1894" 13 0 4 -4
"6040" "KhPolQ_K13n_1894!" 13 0 -4 4
"6041" "KhPolQ_K13n_1895" 13 0 2 -2
"6042" "KhPolQ_K13n_1895!" 13 0 -2 2
"6043" "KhPolQ_K13n_1896" 13 0 2 -2
"6044" "KhPolQ_K13n_1896!" 13 0 -2 2
"6045" "KhPolQ_K13n_1897" 13 0 2 -4
"6046" "KhPolQ_K13n_1897!" 13 0 -2 4
"6047" "KhPolQ_K13n_1898" 13 0 -2 2
"6048" "KhPolQ_K13n_1898!" 13 0 2 -2
"6049" "KhPolQ_K13n_1899" 13 0 -2 0
"6050" "KhPolQ_K13n_1899!" 13 0 2 0
"6051" "KhPolQ_K13n_1900" 13 0 2 -2
"6052" "KhPolQ_K13n_1900!" 13 0 -2 2
"6053" "KhPolQ_K13n_1901" 13 0 -2 2
"6054" "KhPolQ_K13n_1901!" 13 0 2 -2
"6055" "KhPolQ_K13n_1902" 13 0 -4 4
"6056" "KhPolQ_K13n_1902!" 13 0 4 -4
"6057" "KhPolQ_K13n_1903" 13 0 0 0
"6058" "KhPolQ_K13n_1903!" 13 0 0 0
"6059" "KhPolQ_K13n_1904" 13 0 0 0
"6060" "KhPolQ_K13n_1904!" 13 0 0 0
"6061" "KhPolQ_K13n_1905" 13 0 -8 8
"6062" "KhPolQ_K13n_1905!" 13 0 8 -8
"6063" "KhPolQ_K13n_1906" 13 0 -4 4
"6064" "KhPolQ_K13n_1906!" 13 0 4 -4
"6065" "KhPolQ_K13n_1907" 13 0 -6 6
